"State","YearCode","Amount.of.Hydrogencarbonate","SDP","sdp2","sdp3","Ginni.Index","HDI","MarginOfVictory","percentagePoverty","literacyRate","Poverty_Literacy","Literacy_HDI","log_SDP","log_SDP2","log_SDP3"
"Uttar Pradesh",2006,348,263935,69661684225,18386156625925376,0.46,0.508,0.032,0.409,0.563,0.230267,0.286004,12.4834581396921,24.9669162793841,37.4503744190762
"Uttar Pradesh",2007,342,280851,78877284201,22152764145135052,0.46,0.514,0.032,0.409,0.563,0.230267,0.289382,12.5455795585738,25.0911591171476,37.6367386757214
"Uttar Pradesh",2008,372,302192,91320004864,27596174909861888,0.46,0.518,0.032,0.409,0.563,0.230267,0.291634,12.6188178559356,25.2376357118713,37.8564535678069
"Uttar Pradesh",2009,336,320989,103033938121,33072760763521668,0.46,0.521,0.055,0.377,0.697,0.262769,0.363137,12.6791621336122,25.3583242672244,38.0374864008367
"Uttar Pradesh",2010,244,346621,120146117641,41645167442841064,0.363,0.528,0.055,0.377,0.697,0.262769,0.368016,12.755987243003,25.5119744860059,38.2679617290089
"Uttar Pradesh",2012,397,673552,453672296704,305571882789572608,0.363,0.545,0.055,0.294,0.697,0.204918,0.379865,13.4203204804639,26.8406409609277,40.2609614413916
"Uttar Pradesh",2013,238,707469,500512385961,354096997183442688,0.363,0.554,0.055,0.294,0.697,0.204918,0.386138,13.4694490912852,26.9388981825703,40.4083472738555
"Uttar Pradesh",2014,37,729686,532441658596,388515224094280832,0.363,0.567,0.144,0.294,0.677,0.199038,0.383859,13.5003695836028,27.0007391672056,40.5011087508085
"Uttar Pradesh",2015,269,792049,627341618401,496885301512893632,0.363,0.577,0.144,0.294,0.677,0.199038,0.390629,13.5823785375696,27.1647570751393,40.7471356127089
"Uttar Pradesh",2016,285.191700658021,888453,789348733209,701299250065735680,0.363,0.588,0.192591836734694,0.294,0.677,0.199038,0.398076,13.6972370270347,27.3944740540695,41.0917110811043
"Uttar Pradesh",2017,460,922458,850928761764,784946043719295872,0.363,0.595,0.144,0.294,0.677,0.199038,0.402815,13.7347971254051,27.4695942508102,41.2043913762152
"Uttar Pradesh",2018,308.71584654545,949184,900950265856,855167577146261504,0.363,0.6,0.19425,0.294,0.677,0.199038,0.4062,13.7633579471016,27.5267158942033,41.2900738413049
"Uttarakhand",2000,244,12582,158306724,1991815201368,0.351,0.621,0.14,NA,0.716,NA,0.444636,9.44002250012998,18.88004500026,28.3200675003899
"Uttarakhand",2004,195,22288,496754944,11071674191872,0.351,0.644,0.08,0.327,0.716,0.234132,0.461104,10.0118036960196,20.0236073920392,30.0354110880588
"Uttarakhand",2005,261,25448,647600704,16480142715392,0.351,0.65,0.08,0.327,0.716,0.234132,0.4654,10.144392433429,20.288784866858,30.4331773002869
"Uttarakhand",2007,172.666666666667,33498,1122116004,37588641901992,0.351,0.651,0.08,0.327,0.716,0.234132,0.466116,10.4192410145384,20.8384820290768,31.2577230436152
"Uttarakhand",2008,159.714285714285,37064,1373740096,50916302918144,0.351,0.645,0.05,0.327,0.716,0.234132,0.46182,10.5204014270965,21.040802854193,31.5612042812895
"Uttarakhand",2009,76,43407,1884167649,81786065140143,0.351,0.636,0.014,0.18,0.796,0.14328,0.506256,10.6783759974052,21.3567519948104,32.0351279922156
"Uttarakhand",2012,159,109528,11996382784,1313939813565952,0.254,0.633,0.014,0.113,0.796,0.089948,0.503868,11.6039355033136,23.2078710066272,34.8118065099408
"Uttarakhand",2016,150.1,150303,22590991809,3395493841868127,0.254,0.676,0.146,0.113,0.788,0.089044,0.532688,11.9204085356217,23.8408170712434,35.7612256068651
"West Bengal",2000,189.519738107896,129691,16819755481,2181370908086371,0.455,0.5,0.165,0.27,0.686,0.18522,0.343,11.7729099769948,23.5458199539896,35.3187299309844
"West Bengal",2001,180.39397346145,139057,19336849249,2688924246018193,0.455,0.503,0.165,0.27,0.686,0.18522,0.345058,11.8426391999988,23.6852783999975,35.5279175999963
"West Bengal",2002,180.662919996363,143931,20716132761,2981693704423491,0.455,0.508,0.165,0.27,0.686,0.18522,0.348488,11.8770892970544,23.7541785941089,35.6312678911633
"West Bengal",2004,147.365681420029,190029,36111020841,6862141179394389,0.455,0.527,0.1864,0.343,0.686,0.235298,0.361522,12.1549319710746,24.3098639421491,36.4647959132237
"West Bengal",2005,166.517369150411,201994,40801576036,8241673549815784,0.455,0.534,0.1864,0.343,0.686,0.235298,0.366324,12.2159932729719,24.4319865459438,36.6479798189157
"West Bengal",2006,85.2166666666666,217849,47458186801,10338718536411048,0.455,0.542,0.159,0.343,0.686,0.235298,0.371812,12.2915574412206,24.5831148824412,36.8746723236618
"West Bengal",2007,162.107035573123,234798,55130100804,12944437408577592,0.455,0.549,0.1864,0.343,0.686,0.235298,0.376614,12.3664808490122,24.7329616980245,37.0994425470367
"West Bengal",2008,124.609333333333,244262,59663924644,14573629561392728,0.455,0.555,0.194666666666667,0.343,0.686,0.235298,0.38073,12.405996698688,24.8119933973759,37.2179900960639
"West Bengal",2009,135.154048749935,263230,69290032900,18239215360267000,0.455,0.558,0.12925,0.267,0.771,0.205857,0.430218,12.4807834537008,24.9615669074016,37.4423503611024
"West Bengal",2010,138.830687830688,279191,77947614481,21762272434564872,0.312,0.567,0.143666666666667,0.267,0.771,0.205857,0.437157,12.5396514143938,25.0793028287876,37.6189542431813
"West Bengal",2011,112.95854899931,473205,223922972025,105961469977090128,0.312,0.578,0.12925,0.2,0.771,0.1542,0.445638,13.0672839773873,26.1345679547745,39.2018519321618
"West Bengal",2012,77.5623543123542,492901,242951395801,119750985941708704,0.312,0.586,0.12925,0.2,0.771,0.1542,0.451806,13.1080636215005,26.216127243001,39.3241908645015
"West Bengal",2013,210.245048574784,503952,253967618304,127987489179537408,0.312,0.596,0.1102,0.2,0.771,0.1542,0.459516,13.1302363044228,26.2604726088457,39.3907089132685
"West Bengal",2015,181.25,546988,299195872144,163656551712302272,0.312,0.622,0.08,0.2,0.763,0.1526,0.474586,13.2121821433207,26.4243642866414,39.6365464299621
"West Bengal",2016,187.59499019943,584911,342120877921,200110264825650016,0.312,0.634,0.0746,0.2,0.763,0.1526,0.483742,13.2792149778879,26.5584299557758,39.8376449336637
"West Bengal",2017,142.878177196805,623787,389110221369,242721897657104416,0.312,0.637,0.0746,0.2,0.763,0.1526,0.486031,13.3435642429259,26.6871284858517,40.0306927287776
"West Bengal",2018,181.654642063492,659288,434660666944,286566561788175872,0.312,0.637,0.0746,0.2,0.763,0.1526,0.486031,13.3989157438133,26.7978314876267,40.19674723144
